,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
807,Centro de Medicina Laboratorial Germano de Sousa , Damaia,ChIJhf2YhuPMHg0RTeomd_btpYI,"['health', 'point_of_interest', 'establishment']",+351 21 406 9306,https://www.germanodesousa.com/,5.0,8.0,"Av. Gorgel do Amaral 1A, Amadora",38.7436107,-9.2198706,https://maps.google.com/?cid=9414192238904666701
808,Clinical SAMS Amadora,,ChIJpSVjJK8yGQ0RLOJDw1xeIys,"['health', 'point_of_interest', 'establishment']",+351 21 498 9920,https://www.sams.pt/UnidadesSaude/ClinicasSAMS/Paginas/ClinicaSAMSAmadora.aspx,2.5,24.0,"R. Elias Garcia 217, Amadora",38.7581034,-9.2362712,https://maps.google.com/?cid=3108431920321782316
809,Policlínica Da Amadora Lda,,ChIJ96rpFgjNHg0RhkSVpuf7wiA,"['health', 'point_of_interest', 'establishment']",+351 21 493 0182,,2.5,2.0,"R. 1º de Dezembro 2, Amadora",38.759087,-9.2378125,https://maps.google.com/?cid=2360726127046378630
810,Clínica miMed , Amadora,ChIJXc2gxILNHg0RNvPcXSoCtKs,"['health', 'point_of_interest', 'establishment']",+351 21 407 7943,https://mimed.pt/,0.0,0.0,"Parque Delfim Guimarães 3A, Amadora",38.7590567,-9.2358408,https://maps.google.com/?cid=12372516457280238390
811,Clinica Geral e Dentária JM Crespo de Carvalho, lda,ChIJbxuu66fNHg0RxIHlDcc-WsU,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 315 7857,,0.0,0.0,"Av. Santos Mattos 13, Amadora",38.7587727,-9.2353767,https://maps.google.com/?cid=14154486701818162025
812,Clinica Medico,Dentaria Dra Ana Cristina Lopes,ChIJpUaiXKbNHg0Rset68xu7OB8,"['health', 'point_of_interest', 'establishment']",+351 21 492 6247,,4.2,9.0,"Rua Elias Garcia 362D Bloco A Piso 2 Sala 1, Amadora",38.7595162,-9.2379564,https://maps.google.com/?cid=2249753742594993073
813,Dentomedical Clínica de Medicina Dentária Lda,,ChIJ5XZ4W6bNHg0RXd497pW0Qjs,"['health', 'point_of_interest', 'establishment']",+351 21 493 1062,https://dentomedical-clinica-de-medicina-dentaria-lda.business.site/,5.0,1.0,"Rua Elias Garcia 362-D bloco A, piso 2, sala 10, Amadora",38.7595162,-9.2379564,https://maps.google.com/?cid=4270173952740810333
814,ZeroPain Clinic , Clinica de Fisioterapia,ChIJ172XL6bNHg0RmsSLOsdWyL8,"['health', 'point_of_interest', 'establishment']",+351 21 138 5328,,4.5,2.0,"R. Bernardim Ribeiro 13A, Amadora",38.7580548,-9.2376029,https://maps.google.com/?cid=13819390870267085978
815,CENTRO CLÍNICO SÃO CRISTÓVÃO,,ChIJx1G3DafNHg0RHUU3MOk8u0I,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 492 5682,http://www.clinicasaocristovao.com/,4.5,55.0,"Av. do Movimento das Forças Armadas n7 R/c dto, Amadora",38.7607438,-9.2358802,https://maps.google.com/?cid=4808503999382111517
816,Clinica O Vigilante,,ChIJZ2F8qnvNHg0RlZSn3Zmd_Lw,"['health', 'point_of_interest', 'establishment']",,http://www.ovigilante.pt/,3.0,2.0,"R. 5 de Outubro 7, Amadora",38.7574379,-9.234834,https://maps.google.com/?cid=13617932657435841685
817,Clínica Dentária da Amadora,,ChIJJV2-8TLNHg0Rnyui6Dp_ID8,"['health', 'point_of_interest', 'establishment']",+351 21 052 1670,http://www.oralmed.pt/amadora,3.2,9.0,"Av. de Gago Coutinho 27 1E, Amadora",38.7593607,-9.2383434,https://maps.google.com/?cid=8566279529704262197
818,Antunes e Pimentel Lda,,ChIJFQhyd6jNHg0RKeUdWKK_JwU,"['health', 'point_of_interest', 'establishment']",+351 21 492 1569,,4.6,11.0,"R. Luís de Camões 11B, Amadora",38.7574193,-9.2362596,https://maps.google.com/?cid=371476198265316649
819,Consultórios Médicos D'Olivença, Lda.,ChIJmae556bNHg0R40ueHAl8LGM,"['health', 'point_of_interest', 'establishment']",+351 21 494 6151,https://consultoriomedico3.webnode.pt/,5.0,2.0,"R. Olivença 4, Amadora",38.7613505,-9.2376585,https://maps.google.com/?cid=7146223087306820579
820,Oi Clinic,,ChIJBSh-fqbNHg0REKZLQGpoZT0,"['health', 'point_of_interest', 'establishment']",+351 21 245 9346,http://www.oiclinic.pt/,4.9,178.0,"R. Afonso de Albuquerque 23B, Amadora",38.7598104,-9.2394277,https://maps.google.com/?cid=4424057014515901968
821,Clinica Dentária Dra Natália Ferreira,,ChIJJVHoDmDNHg0R97qx7vN-4lA,"['health', 'point_of_interest', 'establishment']",+351 960 154 174,https://www.clinicadentarianataliaferreira.pt/,5.0,1.0,"Av. Combatentes da Grande Guerra N.12 lj c, Amadora",38.7608334,-9.236434,https://maps.google.com/?cid=5828360453917620983
822,Clínica Médica E Dentária Dr. Luís Caramujo, Lda.,ChIJyTNwCqjNHg0R9FpmepuxGow,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 492 2263,,0.0,0.0,"R. Alfredo Keil 13, Amadora",38.7576614,-9.2353786,https://maps.google.com/?cid=10095576796035963636
823,Associação De Socorros Médicos O Vigilante,,ChIJM-vYSpzNHg0RkdrGD5HogDM,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 498 9900,http://www.ovigilante.pt/,3.6,46.0,"R. 5 de Outubro 7-A B, Amadora",38.7574795,-9.2346996,https://maps.google.com/?cid=3711221802685880977
824,Cintramédica , Amadora,ChIJn2EJB6jNHg0ROu5PLAaPXIg,"['health', 'point_of_interest', 'establishment']",+351 21 498 7591,https://www.cintramedica.pt/pt/pagina/61/amadora/,4.6,11.0,"R. 5 de Outubro 4, Amadora",38.7576487,-9.2347239,https://maps.google.com/?cid=9825885743691591226
825,Dent Excelente,,ChIJCUFlE6bNHg0RA9NeDl19HqE,"['health', 'point_of_interest', 'establishment']",+351 21 498 6169,,0.0,0.0,"R. Heliodoro Salgado 1, Amadora",38.7586208,-9.2387605,https://maps.google.com/?cid=11609854728034243331
826,Joaquim Chaves Saúde | Análises Clínicas , Amadora,ChIJw0x6v-nNHg0RSRVlQqEpaFk,"['health', 'point_of_interest', 'establishment']",+351 21 825 4980,https://www.germanodesousa.com/postos-de-colheita/posto-da-amadora-estacao/,4.3,38.0,"Largo Doutor Dário Gandra Nunes, nrº 2B, Amadora",38.7583713,-9.2345552,https://maps.google.com/?cid=14873245185728604
827,Clinica Dentária OralMED Amadora,,ChIJB8f4CnLNHg0RNQq5ntiJ4XY,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 052 1670,http://www.oralmed.pt/amadora,4.5,19.0,"Estr. Salvador Allende 6, Amadora",38.75699669999999,-9.2326579,https://maps.google.com/?cid=8566279529704262197
828,Centro de Medicina Laboratorial Germano de Sousa , Amadora,ChIJQxDjC6jNHg0RoswL9tZ28yo,"['health', 'point_of_interest', 'establishment']",+351 21 804 5522,http://www.germanodesousa.com/,5.0,3.0,"R. 5 de Outubro 8 B, Amadora",38.7574002,-9.2354022,https://maps.google.com/?cid=3094948034556710050
829,Clínica Dentária 17,,ChIJ-ZJrgATNHg0RnDLnMukP9rM,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 493 1384,http://www.clinicadentaria17.pt/,5.0,10.0,"R. Gonçalves Ramos 54, Amadora",38.75669,-9.2350949,https://maps.google.com/?cid=12967569671315731100
830,Orthoclinic Amadora , Reflectosmile Clínica Dentária Unipessoal,ChIJH2Ew_qfNHg0RqypUzPPhp7Q,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 913 968 283,http://www.orthoclinic.pt/,3.6,13.0,"R. 5 de Outubro nº 2E R/C, Amadora",38.7576961,-9.2345534,https://maps.google.com/?cid=13017621685159078571
831,G.F.D. , Gabinete De Fisioterapia No Desporto,ChIJb7pv3abNHg0RDDXT4JyYVOY,"['health', 'point_of_interest', 'establishment']",+351 21 491 2625,http://www.gfd.pt/,5.0,12.0,"R. Olivença 9, Amadora",38.7615082,-9.2375142,https://maps.google.com/?cid=16597058326321378572
832,Cardioroma , Clínica Médica E Diagnóstico,ChIJrZs7BqbNHg0RAyaE7083tfI,"['point_of_interest', 'establishment']",+351 21 014 0782,,0.0,0.0,"R. 1º de Maio 39, Amadora",38.7579657,-9.239526,https://maps.google.com/?cid=17488945544423548419
833,Orthodent,,ChIJLaIAc6jNHg0RA4mSl8AHNVg,"['doctor', 'health', 'point_of_interest', 'establishment']",,https://www.asuaclinica.pt/clinica/perfil/orthodent-amadora,5.0,1.0,"R. 5 de Outubro n°25, Amadora",38.7571431,-9.2357456,https://maps.google.com/?cid=6355994972861401347
834,Centro de Medicina Laboratorial Germano de Sousa,,ChIJX13Wj2vNHg0RXODzPyPXNAA,"['health', 'point_of_interest', 'establishment']",+351 21 407 2843,http://www.germanodesousa.com/,5.0,4.0,"Av. Cardoso Lopes 2A, Amadora",38.7597369,-9.2351362,https://maps.google.com/?cid=8211362244855872876
835,Unilabs Cacém Agualva,,ChIJP7lCvTbPHg0R2-O3ZjafYIU,"['health', 'point_of_interest', 'establishment']",+351 22 240 1401,https://www.unilabs.pt/unidade/unilabs-cacem-agualva,3.3,21.0,"R. Gonçalo Domingos da Silva 21 B, Agualva-Cacém",38.7746407,-9.2954065,https://maps.google.com/?cid=9610856660809016283
836,Clínica Médica e Dentária do Lourel,,ChIJCyA4TxfOHg0RTPg77-Xb3yI,"['health', 'point_of_interest', 'establishment']",+351 21 924 4817,https://climope.pt/,5.0,3.0,"R. Joaquim Guilherme da Costa Caldas 18, Agualva-Cacém",38.7727861,-9.2956464,https://maps.google.com/?cid=2512968897703704652
837,UCSP Agualva,,ChIJ9TjkcxbOHg0RF9jQj0hBB-k,"['health', 'point_of_interest', 'establishment']",+351 21 914 2314,https://ucspagualva.blogspot.com/,1.9,83.0,"R. Mercado de Agualva, Agualva-Cacém",38.77456490000001,-9.295039,https://maps.google.com/?cid=16791461515580463127
838,Clínica Médica,Dentária Drª Sofia Pascoal,ChIJJfRIRj_QHg0Rd4jTx0RJWbQ,"['health', 'point_of_interest', 'establishment']",+351 21 922 1892,,4.0,13.0,"R. Morés 8, Algueirão-Mem Martins",38.8000493,-9.3403515,https://maps.google.com/?cid=12995498759513409655
839,Clinica Dentária dos Morés,,ChIJ9f___0vQHg0RMjId1K0q298,"['health', 'point_of_interest', 'establishment']",+351 21 920 1468,http://www.clinicadentariamores.pt/,3.8,6.0,"Rua dos Morés, R/c Dto Nº15",38.801011,-9.339903,https://maps.google.com/?cid=16130533416433955378
840,Centro Clínico de Mem Martins e Algueirão,,ChIJa5m8kj7QHg0Rv5nBGIb4Qt8,"['health', 'point_of_interest', 'establishment']",+351 21 922 2134,,1.8,97.0,"Estr. Mem Martins 286 1D, Algueirão-Mem Martins",38.7970437,-9.3417311,https://maps.google.com/?cid=16087694073745480127
841,Clínica Médica Dentária Dr. Waldir Rodrigues,,ChIJvcoKjT7QHg0RISwH9cSw3LM,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 921 1283,,5.0,2.0,"Estr. Mem Martins 286, Algueirão-Mem Martins",38.7970437,-9.3417311,https://maps.google.com/?cid=12960428187636411425
842,SYNLAB Algueirão,,ChIJGbXDrD_QHg0RCLB2B6gZNzQ,"['health', 'point_of_interest', 'establishment']",+351 21 921 7636,https://www.synlab.pt/onde-estamos/synlab-algueirao,3.0,2.0,"Rua do Moinho 1D, Algueirão-Mem Martins",38.798459,-9.3428173,https://maps.google.com/?cid=3762504223161757704
843,aminhaDentista,,ChIJ75elij7QHg0RxoXtxGoPZNg,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 405 0968,http://www.aminhadentista.pt/,4.5,16.0,"R. Moinhos de Fanares 10, Algueirão-Mem Martins",38.7971088,-9.3423081,https://maps.google.com/?cid=15592604761108350406
844,Joaquim Chaves Saúde | Análises Clínicas , Mem Martins,ChIJ2-46btrRHg0RAj9zTVLuPD4,"['health', 'point_of_interest', 'establishment']",+351 21 920 6608,http://www.jcs.pt/,4.0,1.0,"Estrada de Mem Martins, nrº 279, Algueirão-Mem Martins",38.79683410000001,-9.3421371,https://maps.google.com/?cid=4484721366208298754
845,UCSP Almargem do Bisbo,,ChIJS38MSUHTHg0RSZSeApbhy5M,"['health', 'point_of_interest', 'establishment']",,,0.0,0.0,"R. dos Canais, Almargem do Bpo.",38.85164109999999,-9.2682257,https://maps.google.com/?cid=10649853778252960841
846,Hospital Alma Veterinária,,ChIJyUNRlhLQHg0RzcdumjeLtRc,"['veterinary_care', 'health', 'point_of_interest', 'establishment']",+351 966 739 682,http://almaveterinaria.pt/,4.5,796.0,"Estr. Ligeiras 5, Agualva-Cacém",38.7632084,-9.3085617,https://maps.google.com/?cid=1708424704587384781
847,Policlínica Casal Da Cambra, Lda.,ChIJzS6atIjSHg0Rk4hogRDxRto,"['health', 'point_of_interest', 'establishment']",+351 21 981 5258,http://www.clarasaude.pt/,4.2,5.0,"Av. de Lisboa 69A, Casal de Cambra",38.8007774,-9.2287272,https://maps.google.com/?cid=15728523801830918291
848,Clínica de Santa Marta,,ChIJL9QM54fSHg0RsEM4tnvu4EM,"['health', 'point_of_interest', 'establishment']",+351 21 253 2679,,0.0,0.0,"Av. Santa Marta 22 Loja 7a, Casal de Cambra",38.7989492,-9.2329222,https://maps.google.com/?cid=4419364557633592246
849,Rodolfo Rato & Rita Sousa Cuidados de Saúde,,ChIJue3lID3THg0RQ775KI3SPqo,"['health', 'point_of_interest', 'establishment']",+351 21 981 3145,,5.0,3.0,"R. Dona Inês de Castro 17, Casal de Cambra",38.7998073,-9.2279872,https://maps.google.com/?cid=12267473938723487299
850,Terceiro Milénio,,ChIJ_ebDy4jSHg0RsiLzqQJWYPs,"['health', 'point_of_interest', 'establishment']",+351 21 790 8300,http://www.fcsh.unl.pt/,0.0,0.0,"Rua Pisa, 6, R/C-Dtº., Casal De Cambra Lisboa, Casal de Cambra",38.8012442,-9.2289931,https://maps.google.com/?cid=8585200273140501797
851,Clinica Onda de Sorrisos,,ChIJq5LP2YXSHg0RZ7xLZ41pNf8,"['health', 'point_of_interest', 'establishment']",+351 915 793 376,http://www.ondadesorrisos.com/,3.8,25.0,"Av. de Lisboa 26A, Casal de Cambra",38.7978934,-9.2283363,https://maps.google.com/?cid=18389720709481610343
852,Smile Clinic,,ChIJpYyfAIbSHg0RzyO5Yv0EKic,"['health', 'point_of_interest', 'establishment']",+351 935 258 999,https://www.clinicascarlossalvador.pt/,5.0,2.0,"R. Barcelona nº1B, Casal de Cambra",38.7993807,-9.2286805,https://maps.google.com/?cid=5266650140524365876
853,Nathalie Marques Psicóloga,,ChIJqT30rf_THg0RfNClaW79eZ0,"['health', 'point_of_interest', 'establishment']",+351 960 082 051,,0.0,0.0,"R. Dom Afonso Henriques loja 8A, Casal de Cambra",38.7996013,-9.2280666,https://maps.google.com/?cid=11347379386797379708
854,Clinica EDGE +,,ChIJbQ3KBmTNHg0R7QSLItFimSk,"['health', 'point_of_interest', 'establishment']",+351 911 001 909,https://www.facebook.com/clinica.edge,5.0,6.0,"R. Direita de Massamá 106 loja b, Queluz",38.7570341,-9.275658,https://maps.google.com/?cid=2997535677358998765
855,Clínica De Fisioterapia Da Samaritana, Lda.,ChIJ82K9p_rNHg0R942jna7C4vc,"['health', 'point_of_interest', 'establishment']",+351 21 433 7120,,0.0,0.0,"R. Oliveira Gomes 29, Belas",38.776657,-9.2677135,https://maps.google.com/?cid=17862053127329648119
856,GestiDente , Clínica Central de Belas,ChIJtw0CK9XRHg0RBrsFKM_WQws,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 432 7444,https://www.gestidente.pt/,4.3,4.0,"Av. Veiga e Cunha 10, Belas",38.776268,-9.2673542,https://maps.google.com/?cid=811728543074859782
857,Hayatispa,,ChIJY80Fqn_NHg0RpXye9OwIj8o,"['health', 'point_of_interest', 'establishment']",,https://www.asuaclinica.pt/clinica/perfil/hayati-spa-clinica-de-medicina-estetica,3.3,10.0,"Av. João de Belas 33B, Belas",38.7803666,-9.2612433,https://maps.google.com/?cid=14595894731140398245
858,Horizonte , Clinica de tratamento de dependências e comportamentos,ChIJI2XtTSbPHg0Rrc0dHlwHXd0,"['health', 'point_of_interest', 'establishment']",+351 21 053 7970,http://www.horizonterecover.pt/,4.7,3.0,"R. José Cupertino Ribeiro nº52, Rio de Mouro",38.7735938,-9.3270579,https://maps.google.com/?cid=15950913547439820205
859,Fisiospace , Clínica Médica,ChIJyXNR_abaHg0RRerPlxvGPxU,"['health', 'point_of_interest', 'establishment']",,,0.0,0.0,"R. Soldados da Paz 2710, Sintra",38.8073547,-9.3772639,
860,Clínica Médica E Dentária Linha Do Sorriso Lda,,ChIJ-TtlQrLIHg0R3rbccz4nIYk,"['health', 'point_of_interest', 'establishment']",+351 21 458 1582,http://www.clinicalinhadosorriso.pt/,5.0,13.0,"Largo José Fontana 44, Parede",38.6927148,-9.3545885,https://maps.google.com/?cid=9881222206612879070
861,Clínica Médica Dentária Doutora Sandra Laube Marx Lda,,ChIJx_8wZLLIHg0RfvMGJ8ddBAM,"['health', 'point_of_interest', 'establishment']",+351 21 010 0942,,0.0,0.0,"Tv. Paulo Falcão 68, Parede",38.6931477,-9.3552014,https://maps.google.com/?cid=217401791955268478
862,Consultório de Patologia Clínica Clinilab Lda.,,ChIJIcqTHq7IHg0R2AgiIq5E6cc,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 456 1576,,0.0,0.0,"R. Dr. João de Meneses 1, Parede",38.6916463,-9.3540634,https://maps.google.com/?cid=14405120397808896216
863,Clínica Estomatológica da Costa do Sol, Lda,ChIJ-dOBALPIHg0RPhyndbyPefg,"['health', 'point_of_interest', 'establishment']",+351 21 456 9020,http://clinicaecostadosol.pt/,5.0,2.0,"Av. Bombeiros Voluntários 147, Parede",38.6937579,-9.3532748,https://maps.google.com/?cid=17904499833178627134
864,CLIN,CLINICA MEDICINA DENTÁRIA,ChIJnVAxIbDIHg0RT9iXdX6Yybo,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 296 2407,http://www.claridente.com/,0.0,0.0,"Av. da República 1289, Parede",38.6901384,-9.3548278,https://maps.google.com/?cid=12967741912717751795
865,Clínica SAMS Parede,,ChIJPdB81K3IHg0RsCySKLP5RFY,"['hospital', 'health', 'point_of_interest', 'establishment']",+351 21 049 9999,https://www.sams.pt/UnidadesSaude/ClinicasSAMS/Paginas/ClinicaSAMSParede.aspx,3.5,15.0,"Av. da República 1583, Parede",38.6908118,-9.3584371,https://maps.google.com/?cid=6216367933553257648
866,Clínica Dentária Dr. Jorge João & Campos,,ChIJj1_me7HIHg0R4ufrIcr7LNM,"['health', 'point_of_interest', 'establishment']",+351 21 456 8210,,4.0,3.0,"3, R. Feio Terenas 5, Parede",38.690788,-9.353055,https://maps.google.com/?cid=15216814086549137378
867,Movido a Amor,,ChIJh4PS4hTJHg0R-Qtwi9DPWP4,"['health', 'point_of_interest', 'establishment']",+351 919 135 937,http://www.movidoaamor.com/,5.0,24.0,Parede,38.69291399999999,-9.3553319,https://maps.google.com/?cid=18327627178183756793
868,Centro Catarina Lucas da Linha,,ChIJMa83zy3JHg0R-LLCwY-ynpM,"['health', 'point_of_interest', 'establishment']",+351 21 457 4880,http://www.catarinalucas.pt/,0.0,0.0,"R. Feio Terenas 41 loja 1, Parede",38.6907844,-9.3530425,https://maps.google.com/?cid=10637135700396520184
869,Folhear , Psicologia Clínica e Psicoterapia,ChIJ9y71hzDJHg0RPKMr96H8OhY,"['health', 'point_of_interest', 'establishment']",+351 919 917 127,http://www.folhear-psicoterapia.com/,0.0,0.0,"R. Latino Coelho 10, Parede",38.6903993,-9.3550622,https://maps.google.com/?cid=1601870390050399036
870,Dentista da Familia , Paredental,ChIJG37DW7LIHg0RjFPbMTkMGwA,"['health', 'point_of_interest', 'establishment']",+351 21 457 4901,http://www.dentistadafamilia.pt/,4.7,3.0,"Rua José Elias Garcia 331 R/C Dt, Parede Cascais",38.691533,-9.353766,https://maps.google.com/?cid=7613264160314252
871,Clínica Dentária OralMED Parede,,ChIJsRc1SbHIHg0Rw-F6RBuwhMc,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 21 053 2590,http://www.oralmed.pt/parede,4.1,18.0,"R. Machado dos Santos 450C, Parede",38.6903568,-9.3511015,https://maps.google.com/?cid=14376809541632975299
872,Clinica Takata,,ChIJgcML-7HIHg0Rset5a5Q98qU,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 458 3177,,5.0,3.0,"Av. da República 1360, Parede",38.690477,-9.3557422,https://maps.google.com/?cid=11957687668289694641
873,Joaquim Chaves Saúde | Análises Clínicas , Parede (Cascais),ChIJwZaEGW3JHg0RdEDk9XBvmH8,"['health', 'point_of_interest', 'establishment']",+351 21 412 4300,http://www.jcs.pt/,0.0,0.0,"Avenida da República, nrº 1438 A, Parede",38.6908056,-9.3565982,https://maps.google.com/?cid=17641948697053373616
874,Belwell Clinique®️,,ChIJ83wdf7HIHg0RuWljU6FlVCA,"['health', 'point_of_interest', 'establishment']",+351 964 820 916,https://belwell-clinique.negocio.site/,4.4,7.0,"R. Feio Terenas 41 Lj 2, Parede",38.6907845,-9.3530426,https://maps.google.com/?cid=2329598650820553145
875,Clínicas Pedro Choy , Carcavelos ,ChIJ3YZloIbLHg0Rt0i_IF1imLk,"['health', 'point_of_interest', 'establishment']",+351 963 621 992,http://www.clinicaspedrochoy.com/,4.6,21.0,"R. Sacadura Cabral 4 Lt loja 3, Carcavelos",38.68875999999999,-9.337213,https://maps.google.com/?cid=13373547245597575351
876,Psicologia Clínica ,Dra. Rita Ruivo,ChIJqQXFFM_IHg0Rr-Y4Wok9umQ,"['health', 'point_of_interest', 'establishment']",+351 966 576 123,https://www.facebook.com/ritaruivopsicologa,0.0,0.0,"Av. Maria da Conceição 49 r/c B, Carcavelos",38.6885447,-9.3379511,https://maps.google.com/?cid=7258181409594468015
877,Joaquim Chaves Saúde , Clínica de Carcavelos,ChIJ9f6-v8_IHg0RZsKKz446R8c,"['health', 'point_of_interest', 'establishment']",+351 21 456 9800,http://www.clinicaeuropa.pt/,3.7,3.0,"R. 5 de Outubro 10 R/C Dto, Carcavelos",38.6887845,-9.3355012,https://maps.google.com/?cid=11739071174870844914
878,Clínica de Carcavelos,,ChIJ84bXSc7IHg0R7SVUcir5754,"['doctor', 'health', 'point_of_interest', 'establishment']",+351 21 457 2097,http://www.jcs.pt/,3.0,6.0,"Praça da República 4, Carcavelos",38.6904325,-9.3355392,https://maps.google.com/?cid=14359510321935860326
879,Mafalda Serejo Silva,,ChIJKSCToc_IHg0R0yFqru2oPCA,"['health', 'point_of_interest', 'establishment']",+351 21 457 6268,https://www.fatimaserejo.pt/,0.0,0.0,"Rua Doutor Marques Mata Edifício Vila Louise-lj 17, Carcavelos",38.6883504,-9.3378137,https://maps.google.com/?cid=2322917246603239891
880,Clínica Dentária Dr. Nuno Alves Pereira,,ChIJZTYpys_IHg0RYv9RpAjwh24,"['dentist', 'health', 'point_of_interest', 'establishment']",+351 21 457 6251,https://clinicanunoalvespereira.negocio.site/,4.0,1.0,"R. Cândido dos Reis Nº 318 Loja 2, Carcavelos",38.6896852,-9.3356455,https://maps.google.com/?cid=7964598385935253346
881,SEI. Centro de Desenvolvimento e Aprendizagem,,ChIJaz6J787IHg0R0cWgGr6i-14,"['health', 'point_of_interest', 'establishment']",+351 21 457 0322,https://www.centrosei.pt/,4.9,11.0,"R. Dr. José Joaquim de Almeida 808 1º, Carcavelos",38.6904879,-9.3375765,https://maps.google.com/?cid=6844242996093830609
882,CML Germano de Sousa , Análises Clínicas ,ChIJDxhv0NHIHg0Rpdgn_3pRSqo,"['health', 'point_of_interest', 'establishment']",+351 21 458 1472,http://www.germanodesousa.com/,4.9,14.0,"R. Dr. José Joaquim de Almeida 420 D Loja 6, Carcavelos",38.69075,-9.333444,https://maps.google.com/?cid=12270709723432999077
883,Clínica Medicina Estética Formas Silk,,ChIJexsSLFI1GQ0Rgj4K9A_-vis,"['health', 'point_of_interest', 'establishment']",,,4.4,14.0,"Avª, Av. Dinamarca nº 479, Estoril",38.7102255,-9.3926558,
884,Clínica Pediátrica E Prevenção Oral, Lda.,ChIJ283kLsLFHg0R9GlSjIvi3P0,"['dentist', 'health', 'point_of_interest', 'establishment']",,,0.0,0.0,"Av. Holanda 10E, Estoril",38.7083899,-9.3917957,
885,Clínica Médica E Dentária Dr Paula Fernandes Lda,,ChIJj7GBTp3OHg0R3xt7JwHWOzM,"['health', 'point_of_interest', 'establishment']",+351 21 421 4082,https://www.clinicapf.com/,5.0,2.0,"R. Henrique Santana 27-A, Barcarena",38.7331926,-9.279379,https://maps.google.com/?cid=3691779620005944287
886,CORPUSCARE , Global Health Center,ChIJhdZmz4LOHg0Rxpqe5gi8uiY,"['health', 'point_of_interest', 'establishment']",+351 21 421 2736,https://sites.google.com/site/corpuscareglobalhealthcenter/,3.3,7.0,R. Henrique Santana 2,38.733979,-9.280389,https://maps.google.com/?cid=2790749665524357830
887,Hormofuncional , Centro de Hormonologia Funcional,ChIJpZ3mMi3PHg0Rh1cS5fiUkBk,"['health', 'point_of_interest', 'establishment']",+351 21 423 9387,,0.0,0.0,"R. António Rebelo da Silva 11A, Porto Salvo",38.7174667,-9.3029154,https://maps.google.com/?cid=1842136044310517639
888,Centro Clínico Veterinário Duas + Duas Patas,,ChIJfWj06MDOHg0RhWQpT3Ku0BA,"['veterinary_care', 'health', 'point_of_interest', 'establishment']",+351 21 421 0479,,5.0,10.0,"R. António Rebelo da Silva 13A, Porto Salvo",38.7175085,-9.3027535,https://maps.google.com/?cid=1211660105740280965
889,Axis Clinical Center,,ChIJizueHF_JHg0R2HUCYAXIIBg,"['health', 'point_of_interest', 'establishment']",+351 965 256 330,,4.9,7.0,"R. Conde Ferreira 29, Oeiras",38.6913558,-9.3118122,https://maps.google.com/?cid=1738609381576177112
890,Zerocáries,clínica Médica Dentária Lda.,ChIJ-dYuxDHJHg0ROPe66ifrzHk,"['health', 'point_of_interest', 'establishment']",+351 21 469 7804,,0.0,0.0,"R. Cândido dos Reis 70, Oeiras",38.6928154,-9.310797,https://maps.google.com/?cid=8776648330512627512
891,Clinica Dentária Oeiras Caredent,,ChIJnwC3OR7JHg0Rjw0OMmEqGRE,"['dentist', 'doctor', 'health', 'point_of_interest', 'establishment']",+351 800 180 080,https://www.caredent.pt/oeiras/,4.9,40.0,"R. Cândido dos Reis 114, Oeiras",38.6926616,-9.3119362,https://maps.google.com/?cid=1232062570002517391
892,Moveclinics , Oeiras,ChIJY6BOL_nJHg0Rfr3F4eYy8Xk,"['health', 'point_of_interest', 'establishment']",+351 21 442 2873,https://moveclinics.pt/clinica-oeiras/,1.0,2.0,"R. Des. Faria 23 Rc Dto, Oeiras",38.6902607,-9.3153294,https://maps.google.com/?cid=8786860315188247934
893,George Gomes Dental Center,,ChIJybob-DHJHg0Rt2hww6uuJvE,"['health', 'point_of_interest', 'establishment']",+351 21 137 6141,http://www.georgegomesdc.pt/,4.3,6.0,"Av. Copacabana 19 2ºB, Oeiras",38.69450150000001,-9.3109658,https://maps.google.com/?cid=17376768264997202103
894,Safegene, Lda,ChIJ7z1nEzLJHg0RhfjGV4kDxW0,"['health', 'point_of_interest', 'establishment']",+351 21 441 1891,http://www.safegene.pt/,5.0,2.0,"Av. Emb. Assis Chateaubriand 69, Oeiras",38.6958085,-9.3108125,https://maps.google.com/?cid=7909732208964204677
