,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,Phone Number,International Phone Number,Website,Google maps URL,price_level
1077,OPERATIONAL,"{'location': {'lat': 38.7385254, 'lng': -9.1644532}, 'viewport': {'northeast': {'lat': 38.73987522989272, 'lng': -9.16310337010728}, 'southwest': {'lat': 38.73717557010728, 'lng': -9.165803029892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Óptica Columbano,,"[{'height': 657, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103802635516664610341"">Sérgio Dumont</a>'], 'photo_reference': 'Aap_uECYYlnChSAJSmQv7Y8ZMngsh1BYdqLfE3ChKN6Z3YmRKC1HdKfOU9cVqHkcJxSI-wFMGwqWG26pipR8lDBFx_LPBQxafcG5Kyg9Z7-kf6IFt0Xp4guFYvtUIRiqe-nykl8SbkPNqM0m8lNCwZEZ1Uxm4-9HkgR8PFuOmXeM6cSFL4fD', 'width': 876}]",ChIJ793hjBYzGQ0RMeuuLbJRyWs,"{'compound_code': 'PRQP+C6 Lisbon', 'global_code': '8CCGPRQP+C6'}",3.5,ChIJ793hjBYzGQ0RMeuuLbJRyWs,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",2.0,"Av. Columbano Bordalo Pinheiro 91, Lisboa",21 726 9954,+351 21 726 9954,https://www.opticacolumbano.pt/,https://maps.google.com/?cid=7766828858089597745,
1078,OPERATIONAL,"{'location': {'lat': 38.723279, 'lng': -9.162135000000001}, 'viewport': {'northeast': {'lat': 38.72464867989272, 'lng': -9.160819420107279}, 'southwest': {'lat': 38.72194902010727, 'lng': -9.163519079892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ópticas MultiOpticas Amoreiras Lisboa,{'open_now': False},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114863769539124731982"">MultiOpticas</a>'], 'photo_reference': 'Aap_uEDa2f0uGasmNgcUmmhalsMGXkspyAwIC5qwo0ii-PXu5qtCELTbo9xHWCjUjN9tqUsuLek-ZhhMO7q33feOUSv-P83l9veGXXLZiZ96T1V-48ljocbTtnsUJu0EjfVvF2tAcK9dVxacSDLlRl0QkRYXiF3agTlaWqYxaZkGraghtLzt', 'width': 1500}]",ChIJV8n-OW8zGQ0RuxC_gDTX77E,"{'compound_code': 'PRFQ+84 Lisbon', 'global_code': '8CCGPRFQ+84'}",2.8,ChIJV8n-OW8zGQ0RuxC_gDTX77E,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",4.0,"Av. Eng. Duarte Pacheco, Lisboa",21 383 8970,+351 21 383 8970,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=5030-Lisboa-Avenida-Engenheiro-Duarte-Pacheco,https://maps.google.com/?cid=12821703284645367995,
1088,OPERATIONAL,"{'location': {'lat': 38.7349906, 'lng': -9.1541937}, 'viewport': {'northeast': {'lat': 38.73644197989272, 'lng': -9.152686120107276}, 'southwest': {'lat': 38.73374232010728, 'lng': -9.15538577989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Optica sams quadros,{'open_now': False},"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101933251640425253731"">A Google User</a>'], 'photo_reference': 'Aap_uEDrPCwIgnv2QrPoM_0BUWvz69Gum0sO4_8HcpwUffVHqX47TOKeZuf2F2sAC8ETD7xU4rwrpRlTOMfo8M-p6W1FSNehFVJg2GiU-slokha49hqX2Mi9A_N7haj83KrGz4e4iExozY8b-TEPdNrlYoV2lw5atNz2Wv9d6Udstvmrr-jS', 'width': 1200}]",ChIJ9TRSwK0zGQ0R26bub3BpIv0,"{'compound_code': 'PRMW+X8 Lisbon', 'global_code': '8CCGPRMW+X8'}",4.5,ChIJ9TRSwK0zGQ0R26bub3BpIv0,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",13.0,"Av. António Augusto de Aguiar 142A, Lisboa",21 582 5128,+351 21 582 5128,https://www.oticasamsquadros.pt/,https://maps.google.com/?cid=18240257372439095003,
1090,OPERATIONAL,"{'location': {'lat': 38.7232029, 'lng': -9.1633088}, 'viewport': {'northeast': {'lat': 38.72449187989272, 'lng': -9.162016470107279}, 'southwest': {'lat': 38.72179222010728, 'lng': -9.164716129892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,"Socióptica - Sociedade Comercial De Óptica, Lda",{'open_now': False},,ChIJ939NsGgzGQ0R8QNMCnXvGFk,"{'compound_code': 'PRFP+7M Lisbon', 'global_code': '8CCGPRFP+7M'}",5.0,ChIJ939NsGgzGQ0R8QNMCnXvGFk,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",2.0,"R. Tierno Galvan 6A, Lisboa",21 388 1078,+351 21 388 1078,http://www.socioptica.pt/,https://maps.google.com/?cid=6420144554779608049,
1091,OPERATIONAL,"{'location': {'lat': 38.7235062, 'lng': -9.1616805}, 'viewport': {'northeast': {'lat': 38.72506857989271, 'lng': -9.16039812010728}, 'southwest': {'lat': 38.72236892010727, 'lng': -9.163097779892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Sunglass Hut Amoreiras Shopping Center,{'open_now': False},"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110530523862157597340"">A Google User</a>'], 'photo_reference': 'Aap_uEANHQnx6kJ1LUx-nMLoYFB2UWfR1oBQPrpz999jBad0rdo2W66c_5Hm3MpWQeXLkS59al78uhtAVVgk3mh0ZwbtbA4iFcPC0bFKpad8QKBI5v9Xa6YZDZTB3A7zKBT8pIlyTKIsnmw0puo7p_MBQZsbRU_k7UmUBRn5Ev7nT1Eh_RXM', 'width': 2304}]",ChIJv-Mjh-szGQ0ROM0ohUWCa1Q,"{'compound_code': 'PRFQ+C8 Lisbon', 'global_code': '8CCGPRFQ+C8'}",0.0,ChIJv-Mjh-szGQ0ROM0ohUWCa1Q,GOOGLE,"['point_of_interest', 'store', 'establishment']",0.0,"Av. Eng. Duarte Pacheco 2037 Loja 21-24, Lisboa",969 682 721,+351 969 682 721,https://pt.sunglasshut.com/pt,https://maps.google.com/?cid=6083098956792384824,
1092,OPERATIONAL,"{'location': {'lat': 38.7251008, 'lng': -9.1618432}, 'viewport': {'northeast': {'lat': 38.72645062989272, 'lng': -9.160493370107279}, 'southwest': {'lat': 38.72375097010728, 'lng': -9.163193029892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,"Optica Do Arco, Lda",{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109092735690576269442"">A Google User</a>'], 'photo_reference': 'Aap_uECwRYCFaB64t-3Z-HPgqR7fdsWcoCVvKs5g9BGIdkV0ACiOLUc-_dse3ivGmpvxKIBfWpqFvzdRW8nDv4F40JCnAwyeOlKhSeNa7Y9uCWGCtYMC8lVZDQ4JQsaUquqR3634cZbh3KBCltXjDKb9xSnAxcqLBlU2de_C82ASNfdI2TFa', 'width': 3000}]",ChIJD3WP0W4zGQ0RcJkZoZBZn6g,"{'compound_code': 'PRGQ+27 Lisbon', 'global_code': '8CCGPRGQ+27'}",5.0,ChIJD3WP0W4zGQ0RcJkZoZBZn6g,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",1.0,"R. Prof. Sousa da Câmara 136C, Lisboa",21 388 5624,+351 21 388 5624,http://opticadoarco.pt/pt/ms/ms/-oculos-armacoes-lentes-1070-218-lisboa/ms-90029678-p-3/,https://maps.google.com/?cid=12150528797381859696,
1104,OPERATIONAL,"{'location': {'lat': 38.7274424, 'lng': -9.162478199999999}, 'viewport': {'northeast': {'lat': 38.72877582989273, 'lng': -9.161051220107277}, 'southwest': {'lat': 38.72607617010728, 'lng': -9.16375087989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Óptica Nova Campolide Lda.,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100651578833125966286"">Pedro Silva</a>'], 'photo_reference': 'Aap_uECJkjTaLahr_htqc7B9-conaRkhdt6f6lWlQ7BYsM7TWya9ofPSp214byAi5nYr6EI8Vl5n7k1e8bqkRO5mshzFD2sXKxcJXe6QZJomjUOKl4OjVT3i0r4lpyZ9Q_CHeNsLLXMO41n3nHcsWloKinZoKZms6m5cR-cTebVheyIs3yKM', 'width': 3120}]",ChIJq9cd-WszGQ0RaO2XXKRniI4,"{'compound_code': 'PRGQ+X2 Lisbon', 'global_code': '8CCGPRGQ+X2'}",4.9,ChIJq9cd-WszGQ0RaO2XXKRniI4,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",9.0,"Rua Marquês de Fronteira 165, Lisboa",21 381 3535,+351 21 381 3535,https://www.facebook.com/opticanovacampolide/,https://maps.google.com/?cid=10270572905844174184,
1105,OPERATIONAL,"{'location': {'lat': 38.7200555, 'lng': -9.1612809}, 'viewport': {'northeast': {'lat': 38.72141212989272, 'lng': -9.15995607010728}, 'southwest': {'lat': 38.71871247010728, 'lng': -9.162655729892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,lohause,{'open_now': False},"[{'height': 6071, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103846984268684840996"">A Google User</a>'], 'photo_reference': 'Aap_uEBdmULX4zQYd2kzPEMZJnaqZPPpegjxCz7KZE7af7am8ozB2vAVeNGToNyqb9UZFOYtoFkMUGvl3cbhS0p_gMhcBGxFLUx4ontsdSAYVpGZvuEdOniMdXIAJ1sy3p4bfF3PxWWeeRwrUJ-4jlLWsp_xJGBxTczzSJweBdFuDnj1Jpkm', 'width': 3769}]",ChIJv0vdJUIzGQ0RIF7UpEg0ZNo,"{'compound_code': 'PRCQ+2F Lisbon', 'global_code': '8CCGPRCQ+2F'}",5.0,ChIJv0vdJUIzGQ0RIF7UpEg0ZNo,GOOGLE,"['point_of_interest', 'store', 'establishment']",4.0,"R. Silva Carvalho 126, Lisboa",936 754 060,+351 936 754 060,http://lohause.com/,https://maps.google.com/?cid=15736760484547026464,
1106,OPERATIONAL,"{'location': {'lat': 38.7229917, 'lng': -9.1627376}, 'viewport': {'northeast': {'lat': 38.72434187989272, 'lng': -9.161387370107276}, 'southwest': {'lat': 38.72164222010728, 'lng': -9.164087029892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Opticentro,,,ChIJjzP1RGgzGQ0RyLQhE5jbdwU,"{'compound_code': 'PRFP+5W Lisbon', 'global_code': '8CCGPRFP+5W'}",5.0,ChIJjzP1RGgzGQ0RyLQhE5jbdwU,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",1.0,"Av. Eng. Duarte Pacheco 32, Lisboa",21 401 2322,+351 21 401 2322,https://industriadavisao.wixsite.com/seixal,https://maps.google.com/?cid=11632428457446976719,
1108,OPERATIONAL,"{'location': {'lat': 38.7333896, 'lng': -9.1535365}, 'viewport': {'northeast': {'lat': 38.73491447989272, 'lng': -9.152215020107278}, 'southwest': {'lat': 38.73221482010727, 'lng': -9.154914679892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,TOM FORD,,,ChIJYb9P0QwzGQ0RJ89Q_uZ7xLk,"{'compound_code': 'PRMW+9H Lisbon', 'global_code': '8CCGPRMW+9H'}",5.0,ChIJYb9P0QwzGQ0RJ89Q_uZ7xLk,GOOGLE,"['point_of_interest', 'store', 'establishment']",1.0,"Av. António Augusto de Aguiar 31, Lisboa",,,https://www.tomford.com/,https://maps.google.com/?cid=13385960224491360039,
1109,OPERATIONAL,"{'location': {'lat': 38.704275, 'lng': -9.1994851}, 'viewport': {'northeast': {'lat': 38.70561702989272, 'lng': -9.198078970107279}, 'southwest': {'lat': 38.70291737010728, 'lng': -9.200778629892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Opticalia,{'open_now': False},,ChIJtY0aOVfLHg0R8hMgRLyfwyg,"{'compound_code': 'PR32+P6 Lisbon', 'global_code': '8CCGPR32+P6'}",3.8,ChIJtY0aOVfLHg0R8hMgRLyfwyg,GOOGLE,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",4.0,"Calçada da Ajuda 157, Lisboa",21 204 1368,+351 21 204 1368,https://opticaliasantamaria.pt/,https://maps.google.com/?cid=11164467876815580294,
1110,OPERATIONAL,"{'location': {'lat': 38.6975026, 'lng': -9.2036149}, 'viewport': {'northeast': {'lat': 38.69881212989272, 'lng': -9.202270920107278}, 'southwest': {'lat': 38.69611247010728, 'lng': -9.204970579892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Óptica 2000,{'open_now': False},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106052536188570972164"">shih wen Fan</a>'], 'photo_reference': 'Aap_uECgNQemdT6mhH4HEr3eOCc8henmogJ66CZJhjJW-uMypj-alSAnFsqR0dpq9XIUM6LdR51TE9gUlsaX5oEnjKASHCbXE17-5LInqU45ucKtnBmtDJLpPltaDozseb40iWo5sk6ex5Nr6L4x9QjNX7a9EDG4a3tlIwdtMKqgVaZFPseV', 'width': 2048}]",ChIJ_7aZKUXLHg0RZJQ16uHjQd8,"{'compound_code': 'MQXW+2H Lisbon', 'global_code': '8CCGMQXW+2H'}",4.0,ChIJ_7aZKUXLHg0RZJQ16uHjQd8,GOOGLE,"['point_of_interest', 'store', 'establishment']",43.0,"1300 469, R. de Belém 102, Lisboa",21 411 2608,+351 21 411 2608,http://www.institutoptico.pt/as-nossas-oticas.html?optica=58,https://maps.google.com/?cid=3270410475343826124,
1111,OPERATIONAL,"{'location': {'lat': 38.6976959, 'lng': -9.218926399999999}, 'viewport': {'northeast': {'lat': 38.69911052989272, 'lng': -9.217661170107277}, 'southwest': {'lat': 38.69641087010728, 'lng': -9.220360829892721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Centro Óptico Restelo,{'open_now': False},,ChIJfTtb62XLHg0RzFUi3_NqrH0,"{'compound_code': 'MQXJ+3C Lisbon', 'global_code': '8CCGMQXJ+3C'}",5.0,ChIJfTtb62XLHg0RzFUi3_NqrH0,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",1.0,"R. Duarte Pacheco Pereira 24D, Lisboa",21 013 1535,+351 21 013 1535,,https://maps.google.com/?cid=9055730546388391372,
1113,OPERATIONAL,"{'location': {'lat': 38.7071532, 'lng': -9.2255819}, 'viewport': {'northeast': {'lat': 38.70846907989272, 'lng': -9.224343920107279}, 'southwest': {'lat': 38.70576942010727, 'lng': -9.227043579892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ergovisão Algés,{'open_now': False},"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104756629036830743813"">A Google User</a>'], 'photo_reference': 'Aap_uECiuyDk-av3XHG6GFL6o24aOvj91q2H5Ivj5-gplGjSE8dZl3qOFvGzRrpA1pXSvxipH74wqNczu4xu9HM0C1tfyMTac26DXLYIZdWlktB7O1PKVD8lPHz3o538F1_v8TTruYivC7ZWWgzfp4dPUZ1tIKryoR8JikZI312_JX8DTEvU', 'width': 1024}]",ChIJ8Ut7PY3NHg0RzUAmQk0OexQ,"{'compound_code': 'PQ4F+VQ Algés', 'global_code': '8CCGPQ4F+VQ'}",5.0,ChIJ8Ut7PY3NHg0RzUAmQk0OexQ,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",9.0,"Av. dos, Av. Bombeiros Voluntários de Algés 72C, Algés",21 410 2203,+351 21 410 2203,http://www.ergovisao.pt/,https://maps.google.com/?cid=1475789027879043277,
1115,OPERATIONAL,"{'location': {'lat': 38.71436720000001, 'lng': -9.224887299999999}, 'viewport': {'northeast': {'lat': 38.71571717989272, 'lng': -9.223497120107275}, 'southwest': {'lat': 38.71301752010728, 'lng': -9.22619677989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Moda Visão - Importação E Comércio De Óptica E Moda, S.A",{'open_now': False},,ChIJD0_kcH3MHg0Rl-uXP3VQ5XE,"{'compound_code': 'PQ7G+P2 Lisbon', 'global_code': '8CCGPQ7G+P2'}",0.0,ChIJD0_kcH3MHg0Rl-uXP3VQ5XE,GOOGLE,"['point_of_interest', 'establishment']",0.0,"Rua Miguel Serrano, 9, Edifício Premium, 6º, Lisboa",21 000 4500,+351 21 000 4500,https://modavisao.pt/,https://maps.google.com/?cid=8207054360460913559,
1116,OPERATIONAL,"{'location': {'lat': 38.7158107, 'lng': -9.2219412}, 'viewport': {'northeast': {'lat': 38.71720887989272, 'lng': -9.220680520107276}, 'southwest': {'lat': 38.71450922010728, 'lng': -9.22338017989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alensa,{'open_now': False},"[{'height': 1246, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107749643040418754532"">João Martins</a>'], 'photo_reference': 'Aap_uECciq7VmIv9_4SxULJnJ-7IbUNLFQFxeijjtX_cBsuxaHAhNrTOGcH_gCRyMlfV9G4UfnAnHqP-wO2jQlIHICjj-guiuyw9Pg2TLjxtWCtgTD6nAdJ9jQhT01HXiAr6WtiJMdUOOIOiRkK14fuYBcLI8Ina4hNowiCBvJ_i3XCV5VW_', 'width': 1080}]",ChIJFxP3wJrMHg0RX9oP0p96768,"{'compound_code': 'PQ8H+86 Lisbon', 'global_code': '8CCGPQ8H+86'}",4.1,ChIJFxP3wJrMHg0RX9oP0p96768,GOOGLE,"['health', 'point_of_interest', 'establishment']",31.0,"Torre de Monsanto 7º andar, R. Afonso Praça 30, Lisboa",308 806 955,+351 308 806 955,http://www.alensa.pt/,https://maps.google.com/?cid=12677486302913878623,
1117,OPERATIONAL,"{'location': {'lat': 38.7470227, 'lng': -9.188815}, 'viewport': {'northeast': {'lat': 38.74842367989272, 'lng': -9.187476220107278}, 'southwest': {'lat': 38.74572402010728, 'lng': -9.190175879892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Opticlasse,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115182230936114365146"">A Google User</a>'], 'photo_reference': 'Aap_uEB3ljzbYhx7RowC7JKr0VUshiqosSDErH47QSPIocihXn0SxKKLRiQ2JubokwRNGHXR5I1Kq5VpfyLdqyhcDtg_BLnSInbIjA0qNnKdkTGD9DoAXrhCgFbiLLxa8XJpQb4MTHZFdPgshsixH1o6qCIbsDI_LNnX6BaAe9xHef5B1xE2', 'width': 5312}]",ChIJG1A-QCszGQ0RlSo3w5dLY00,"{'compound_code': 'PRW6+RF Lisbon', 'global_code': '8CCGPRW6+RF'}",0.0,ChIJG1A-QCszGQ0RlSo3w5dLY00,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",0.0,"Estr. de Benfica 461A, Lisboa",21 778 0069,+351 21 778 0069,http://opticlasse.pt/,https://maps.google.com/?cid=5576383878802123413,
1118,OPERATIONAL,"{'location': {'lat': 38.7430705, 'lng': -9.2060087}, 'viewport': {'northeast': {'lat': 38.74445722989272, 'lng': -9.204570470107278}, 'southwest': {'lat': 38.74175757010728, 'lng': -9.207270129892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,O Oculista do Bairro,{'open_now': False},"[{'height': 675, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108008481738975900815"">A Google User</a>'], 'photo_reference': 'Aap_uEA9xwtBgAj7BjoM9fPUk82bPfSicyqk0jiyolaJqVFnorDxVX-0cH28uqt9DVUo3M00uw461cxx0nLyMl-e1NUd3kyZFaXhD4q3CM3WiskDSGxVGEEQ46tPKOtoSeJpXnKEUOvGLMbf9n7GdCk6MISlxn4NUesvq_z7nx_Tvk48IELB', 'width': 1200}]",ChIJx-vbjNvMHg0RwhyoA0yk09A,"{'compound_code': 'PQVV+6H Amadora', 'global_code': '8CCGPQVV+6H'}",4.8,ChIJx-vbjNvMHg0RwhyoA0yk09A,GOOGLE,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",11.0,"R. Prof. Dr. Egas Moniz 1 A Loja, Amadora",21 595 9998,+351 21 595 9998,https://ooculistadobairro.com/,https://maps.google.com/?cid=10563655931294438587,
1119,OPERATIONAL,"{'location': {'lat': 38.7488492, 'lng': -9.190617099999999}, 'viewport': {'northeast': {'lat': 38.75032722989271, 'lng': -9.189218820107277}, 'southwest': {'lat': 38.74762757010727, 'lng': -9.19191847989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Alberto Optician - Óptica70,{'open_now': False},"[{'height': 563, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106796706260454126207"">A Google User</a>'], 'photo_reference': 'Aap_uEDiqzc34EDB3sPZJK8lvErIojH1P4r4dD48S_grSYuNyh3JDeZu9NCVGCBSZyeaSsAn2sNnZRdo-GnLs4_0tCLPAVbe4Lf6eAbJ9_cil3rYVksdFRRzGxqrDCMsviUrtxmjAwtERqTrBRqH-o8RpiapD75q-FJurHWvD0vlO4BZebG5', 'width': 1000}]",ChIJAaLuOtXMHg0RAk2tclnJmgU,"{'compound_code': 'PRX5+GQ Lisbon', 'global_code': '8CCGPRX5+GQ'}",5.0,ChIJAaLuOtXMHg0RAk2tclnJmgU,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",3.0,"C.C. Fonte Nova, Estr. de Benfica 503 piso 0, loja 33, Lisboa",21 714 4700,+351 21 714 4700,http://www.albertooculista.com/,https://maps.google.com/?cid=403856502616313090,
1121,OPERATIONAL,"{'location': {'lat': 38.71748700000001, 'lng': -9.167656899999999}, 'viewport': {'northeast': {'lat': 38.71879177989272, 'lng': -9.166305570107278}, 'southwest': {'lat': 38.71609212010728, 'lng': -9.169005229892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Fol - Fabrica Dos Oculos De Lisboa - Cesar João De Jesus Vaz,,,ChIJ0QKvX2czGQ0R7pNKMJIz728,"{'compound_code': 'PR8J+XW Lisbon', 'global_code': '8CCGPR8J+XW'}",0.0,ChIJ0QKvX2czGQ0R7pNKMJIz728,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",0.0,"Rua Almeida E Sousa Nr. 48 B, Lisboa",,,,https://maps.google.com/?cid=8065722160612283374,
1122,OPERATIONAL,"{'location': {'lat': 38.71825949999999, 'lng': -9.164394}, 'viewport': {'northeast': {'lat': 38.71960932989272, 'lng': -9.163044170107279}, 'southwest': {'lat': 38.71690967010728, 'lng': -9.165743829892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Alain Afflelou Óptico - Lisboa Campo Ourique,{'open_now': False},"[{'height': 414, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107878517787293033979"">Alain Afflelou Optico - Lisboa Campo Ourique</a>'], 'photo_reference': 'Aap_uEDVeJLLVFWKkROwsNLl2a__QaIcKc6odHAErAZYYAAv05defd_qxcauUSwCc62GH_wJz_VOjooANeXO9iIDHToHKoHCML_VAQzedsnUVm8tyX2_tt75_gkO_vEHes9qV16iTxDcMYgzclk2OE37B17mP0qLcosPgHjJcau5kDXEtPT3', 'width': 800}]",ChIJuf6Z5WYzGQ0RCBmKnYRI4sc,"{'compound_code': 'PR9P+86 Lisbon', 'global_code': '8CCGPR9P+86'}",4.6,ChIJuf6Z5WYzGQ0RCBmKnYRI4sc,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",10.0,"R. Infantaria 16 51A, Lisboa",926 699 679,+351 926 699 679,http://www.afflelou.pt/,https://maps.google.com/?cid=14403154292700223752,
1124,OPERATIONAL,"{'location': {'lat': 38.715191, 'lng': -9.168391999999999}, 'viewport': {'northeast': {'lat': 38.71665782989272, 'lng': -9.167091320107277}, 'southwest': {'lat': 38.71395817010728, 'lng': -9.16979097989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Prooptica,{'open_now': False},"[{'height': 1031, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110059072629456518966"">PROÓPTICA</a>'], 'photo_reference': 'Aap_uEB4McwoQZ2b3aGiiyWjUhZsYzQbiQPOwpnDVn2Gb-iDtOQt0nBcVLy3-kYVTlGEA95tdc0FUJ-k3yKOyw-BP_wuck59xj-4HS_yClISeztgI-vcS8ir7-ts2V9X7QW1zULcqxXRrsk26e9kCXtszLp6DS5AxrqwXi-jbdHpUX298Qxz', 'width': 1448}]",ChIJ_zgCA6Y0GQ0RGjM_5-ON-uQ,"{'compound_code': 'PR8J+3J Lisbon', 'global_code': '8CCGPR8J+3J'}",4.2,ChIJ_zgCA6Y0GQ0RGjM_5-ON-uQ,GOOGLE,"['health', 'point_of_interest', 'store', 'establishment']",5.0,"R. Padre Francisco 11, Lisboa",21 361 6580,+351 21 361 6580,http://www.prooptica.pt/,https://maps.google.com/?cid=16499656194802004762,
